entity	index	name	label	actorOrService	hierarchy	description	originalAlternativeName	type	nistDomain	cimZone	euWp1ActorOrRole	euWp1RelatedRole	euWp1FunctionOrService
entity:CommunicationsAvailability-144	144	Communications Availability	Communications Availability	Service	Conceptual	This service manages the availability of communications with smart grid equipment		Business Service	Cross-cutting				
entity:CommunicationsConfigurationManagement-145	145	Communications Configuration Management	Communications Configuration Management	Service	Conceptual	This service manages communications configuration for smart grid systems		Business Service	Cross-cutting				
entity:CommunicationsContinuity-146	146	Communications Continuity	Communications Continuity	Service	Conceptual	This service manages the continuity of communications with smart grid equipment		Business Service	Cross-cutting				
entity:CommunicationsNetworkOperations-147	147	Communications Network Operations	Communications Network Operations	Service	Conceptual	The planning, operations and maintenance of all communications		Application	Operations				function/ service
entity:CommunicationsReliability-148	148	Communications Reliability	Communications Reliability	Service	Conceptual	This service manages the reliability of communications with smart grid equipment		Business Service	Cross-cutting				
entity:ComponentManufacturer-149	149	Component manufacturer	Component manufacturer	Role									
entity:ConditionBasedMaintenance--150	150	Condition Based Maintenance:	Condition Based Maintenance:	Service	Conceptual	This service manages condition based maintenance for distribution field equipment.		Business Service	Distribution				
entity:ConditionBasedMaintenance--151	151	Condition Based Maintenance:	Condition Based Maintenance:	Service	Conceptual	This service manages condition based maintenance for distribution field equipment.		Business Service	Distribution				
entity:ConditionIndicatorSupportService-152	152	Condition Indicator Support Service	Condition Indicator Support Service	Service	Conceptual	Provide a support system to allow a visual indicator of the grid conditional status		Automation Service	Market				
entity:ConditionSupport-153	153	Condition support	Condition support	Service	Conceptual	Provides a mechanism to determine the condition of the grid based on desired characteristics		Automation Service	Operations				
entity:ConductGridPlanning-154	154	conduct grid planning	conduct grid planning	Service	Conceptual	create scenarios for future system sizing to support possible load changes		Business Service	Transmission				
entity:ConductPlanning-155	155	conduct planning	conduct planning	Service	Conceptual	create scenarios for future system supply to support possible load changes		Business Service	Transmission				
entity:ConductShortTermForecasts-156	156	conduct short term forecasts	conduct short term forecasts	Service	Conceptual	manage a set of near term projections for system use by location		Business Service	Transmission				
entity:ConductShortTermForecasts-157	157	conduct short term forecasts	conduct short term forecasts	Service	Conceptual	manage a set of near term projections for system use by location		Business Service	Transmission				
entity:ConfigurationManagement-158	158	Configuration Management	Configuration Management	Service	Conceptual	A service that manages configurable elements of an entity		Automation Service; Business Service	Cross-cutting; Customer				
entity:ConfigurationAgent-159	159	configuration agent	configuration agent	Service	Conceptual	Provides a mechanism to maintain up-to-date configuration information on grid attached devices		Automation Service	Operations				
entity:ConfigurationAuditing-160	160	Configuration auditing	Configuration auditing	Service	Conceptual	A service that tracks the configuration of entities in the Smart Grid.		Automation Service	Distribution				
entity:ConfigureDeviceControlParameters-161	161	configure device control parameters	configure device control parameters	Service	Conceptual	configure the parameters for controlling customer loads		Automation Service	Operations				
entity:Construction-162	162	Construction	Construction	Service	Conceptual	Examples of construction work include service installations, line extensions, and system betterment projects.		Organization	Operations			grid operator	function/ service
entity:Construction-MCCON--163	163	Construction (MC-CON)	Construction (MC-CON)	Application		Examples of construction work include service installations, line extensions, and system betterment projects.							
entity:ConstructionSupervision-164	164	Construction Supervision	Construction Supervision	Role	Logical	Monitoring and management of construction work to minimize negative variances from planned costs, performance, and schedule.		Application	Operations			grid operator	function/ service
entity:ConstructionSupervision-NECSP--165	165	Construction supervision (NE-CSP)	Construction supervision (NE-CSP)	Application		Monitoring and management of construction work to minimize negative variances from planned costs, performance, and schedule.							
entity:Consumer-166	166	Consumer	Consumer	Role		End user of electricity, gas, water or heat.  NOTE: As the consumer can also generate energy using a Distributed Energy Resource, he is sometimes called the "Prosumer".							
entity:Consumer-167	167	Consumer	Consumer	Role		A party that consumes electricity. Additional information:This is a type of Party Connected to the Grid							
entity:Consumer-168	168	Consumer	Consumer	Role		0.0							
entity:Consumer-169	169	Consumer	Consumer	Role		A party that consumes electricity.Additional information:This is a Type of Party Connected to the Grid							
entity:Consumer-170	170	Consumer	Consumer	-		0.0							
entity:Consumer-171	171	Consumer	Consumer	Role		A party that consumes electricity.Additional information:This is a Type of Party Connected to the Grid							
entity:ConsumptionResponsibleParty-172	172	Consumption Responsible Party	Consumption Responsible Party	Role	Conceptual	A party who can be brought to rights, legally and financially, for any imbalance between energy bought and consumed for all associated metering points.		Role	Market		role	consumption responsible party	
entity:ConsumptionResponsibleParty-173	173	Consumption Responsible Party	Consumption Responsible Party	Role		A party who can be brought to rights, legally and financially, for any imbalance between energy bought and consumed for all associated metering points.  Additional information:This is a type of Balance Responsible Party							
entity:ContingencyAnalysis-174	174	Contingency Analysis	Contingency Analysis	Service	Conceptual	Calculate the impact of failures on the electrical power system		Business Service	Operations				
entity:ContingencyLoadTransfer--175	175	Contingency Load Transfer:	Contingency Load Transfer:	Service	Conceptual	This service manages contingency load transfers.		Business Service	Distribution				
entity:ContingencyOperationsSupportService-176	176	contingency operations support service	contingency operations support service	Service	Conceptual	Provide a platform to implement contingency scenarios when conditions require them		Automation Service	Bulk Generation				
entity:ContingencyOperationsSupportService-177	177	contingency operations support service	contingency operations support service	Service	Conceptual	Provide a platform to implement contingency scenarios when conditions require them		Automation Service	Bulk Generation				
